ID,num_of_leaves,model,non_binary_prob,planted,remove_extinct,rescale_to_height,dupl_rate,loss_rate,hgt_rate,prohibit_extinction,replace_prob
P0_0883,46,innovation,0.245892103824393,True,False,1,0.25,0.25,0.25,per_family,1
P0_0884,21,innovation,0.148654910048058,True,False,1,0.25,0.25,0.25,per_family,1
P0_0885,46,innovation,0.444176969165834,True,False,1,0.25,0.25,0.25,per_family,1
P0_0886,41,innovation,0.426217577188549,True,False,1,0.25,0.25,0.25,per_family,1
P0_0887,17,innovation,0.142376717356052,True,False,1,0.25,0.25,0.25,per_family,1
P0_0888,20,innovation,0.089646588275546,True,False,1,0.25,0.25,0.25,per_family,1
P0_0889,21,innovation,0.455662921335971,True,False,1,0.25,0.25,0.25,per_family,1
P0_0890,33,innovation,0.25792713967377,True,False,1,0.25,0.25,0.25,per_family,1
P0_0891,22,innovation,0.151047754163892,True,False,1,0.25,0.25,0.25,per_family,1
P0_0892,45,innovation,0.413314596512612,True,False,1,0.25,0.25,0.25,per_family,1
P0_0893,27,innovation,0.057492306665904,True,False,1,0.25,0.25,0.25,per_family,1
P0_0894,39,innovation,0.355438512262976,True,False,1,0.25,0.25,0.25,per_family,1
P0_0895,41,innovation,0.010307525104607,True,False,1,0.25,0.25,0.25,per_family,1
P0_0896,29,innovation,0.005975688652613,True,False,1,0.25,0.25,0.25,per_family,1
P0_0897,45,innovation,0.35548257763519,True,False,1,0.25,0.25,0.25,per_family,1
P0_0898,23,innovation,0.197136294811004,True,False,1,0.25,0.25,0.25,per_family,1
P0_0899,25,innovation,0.398121057674625,True,False,1,0.25,0.25,0.25,per_family,1
P0_0900,24,innovation,0.339069287785145,True,False,1,0.25,0.25,0.25,per_family,1
P0_0901,20,innovation,0.359894039958145,True,False,1,0.25,0.25,0.25,per_family,1
P0_0902,48,innovation,0.479918880846341,True,False,1,0.25,0.25,0.25,per_family,1
P0_0903,24,innovation,0.406982395488605,True,False,1,0.25,0.25,0.25,per_family,1
P0_0904,38,innovation,0.320042462600212,True,False,1,0.25,0.25,0.25,per_family,1
P0_0905,14,innovation,0.318509502324905,True,False,1,0.25,0.25,0.25,per_family,1
P0_0906,46,innovation,0.220376595821431,True,False,1,0.25,0.25,0.25,per_family,1
P0_0907,21,innovation,0.393817945454073,True,False,1,0.25,0.25,0.25,per_family,1
P0_0908,13,innovation,0.48912176060622,True,False,1,0.25,0.25,0.25,per_family,1
P0_0909,16,innovation,0.414808228106243,True,False,1,0.25,0.25,0.25,per_family,1
P0_0910,20,innovation,0.284143882137218,True,False,1,0.25,0.25,0.25,per_family,1
P0_0911,19,innovation,0.490435579408294,True,False,1,0.25,0.25,0.25,per_family,1
P0_0912,11,innovation,0.022713629272022,True,False,1,0.25,0.25,0.25,per_family,1
P0_0913,32,innovation,0.178380226404311,True,False,1,0.25,0.25,0.25,per_family,1
P0_0914,42,innovation,0.379670878154425,True,False,1,0.25,0.25,0.25,per_family,1
P0_0915,30,innovation,0.327725212680305,True,False,1,0.25,0.25,0.25,per_family,1
P0_0916,29,innovation,0.284674332126998,True,False,1,0.25,0.25,0.25,per_family,1
P0_0917,16,innovation,0.378178043007364,True,False,1,0.25,0.25,0.25,per_family,1
P0_0918,44,innovation,0.186465621014037,True,False,1,0.25,0.25,0.25,per_family,1
P0_0919,36,innovation,0.256862346179592,True,False,1,0.25,0.25,0.25,per_family,1
P0_0920,11,innovation,0.323049361859292,True,False,1,0.25,0.25,0.25,per_family,1
P0_0921,44,innovation,0.348831264571763,True,False,1,0.25,0.25,0.25,per_family,1
P0_0922,48,innovation,0.174053216996728,True,False,1,0.25,0.25,0.25,per_family,1
P0_0923,38,innovation,0.097496307073684,True,False,1,0.25,0.25,0.25,per_family,1
P0_0924,43,innovation,0.108566807870086,True,False,1,0.25,0.25,0.25,per_family,1
P0_0925,40,innovation,0.476292784611368,True,False,1,0.25,0.25,0.25,per_family,1
P0_0926,30,innovation,0.071233139210421,True,False,1,0.25,0.25,0.25,per_family,1
P0_0927,20,innovation,0.040264099717554,True,False,1,0.25,0.25,0.25,per_family,1
P0_0928,32,innovation,0.393280380780113,True,False,1,0.25,0.25,0.25,per_family,1
P0_0929,25,innovation,0.468139587932359,True,False,1,0.25,0.25,0.25,per_family,1
P0_0930,11,innovation,0.202072886723763,True,False,1,0.25,0.25,0.25,per_family,1
P0_0931,17,innovation,0.189993433864338,True,False,1,0.25,0.25,0.25,per_family,1
P0_0932,23,innovation,0.021733025560823,True,False,1,0.25,0.25,0.25,per_family,1
P0_0933,42,innovation,0.388714631014654,True,False,1,0.25,0.25,0.25,per_family,1
P0_0934,23,innovation,0.381212686811792,True,False,1,0.25,0.25,0.25,per_family,1
P0_0935,16,innovation,0.273584736633717,True,False,1,0.25,0.25,0.25,per_family,1
P0_0936,16,innovation,0.488728872621538,True,False,1,0.25,0.25,0.25,per_family,1
P0_0937,47,innovation,0.482031408797107,True,False,1,0.25,0.25,0.25,per_family,1
P0_0938,41,innovation,0.210343209187601,True,False,1,0.25,0.25,0.25,per_family,1
P0_0939,26,innovation,0.257346493465185,True,False,1,0.25,0.25,0.25,per_family,1
P0_0940,14,innovation,0.317038397448854,True,False,1,0.25,0.25,0.25,per_family,1
P0_0941,22,innovation,0.200203532658431,True,False,1,0.25,0.25,0.25,per_family,1
P0_0942,27,innovation,0.310805640836976,True,False,1,0.25,0.25,0.25,per_family,1
P0_0943,37,innovation,0.300456777277572,True,False,1,0.25,0.25,0.25,per_family,1
P0_0944,11,innovation,0.122188462447328,True,False,1,0.25,0.25,0.25,per_family,1
P0_0945,31,innovation,0.384784166360135,True,False,1,0.25,0.25,0.25,per_family,1
P0_0946,23,innovation,0.159569100613029,True,False,1,0.25,0.25,0.25,per_family,1
P0_0947,11,innovation,0.255797614746276,True,False,1,0.25,0.25,0.25,per_family,1
P0_0948,40,innovation,0.011049351121883,True,False,1,0.25,0.25,0.25,per_family,1
P0_0949,47,innovation,0.040055180238454,True,False,1,0.25,0.25,0.25,per_family,1
P0_0950,47,innovation,0.359223532199706,True,False,1,0.25,0.25,0.25,per_family,1
P0_0951,32,innovation,0.328266029156709,True,False,1,0.25,0.25,0.25,per_family,1
P0_0952,23,innovation,0.379520995945435,True,False,1,0.25,0.25,0.25,per_family,1
P0_0953,43,innovation,0.277254788682932,True,False,1,0.25,0.25,0.25,per_family,1
P0_0954,45,innovation,0.414759132490638,True,False,1,0.25,0.25,0.25,per_family,1
P0_0955,19,innovation,0.098855593654343,True,False,1,0.25,0.25,0.25,per_family,1
P0_0956,19,innovation,0.017029338171643,True,False,1,0.25,0.25,0.25,per_family,1
P0_0957,13,innovation,0.125109626587988,True,False,1,0.25,0.25,0.25,per_family,1
P0_0958,26,innovation,0.061936821994146,True,False,1,0.25,0.25,0.25,per_family,1
P0_0959,23,innovation,0.45974628185109,True,False,1,0.25,0.25,0.25,per_family,1
P0_0960,34,innovation,0.222169039863881,True,False,1,0.25,0.25,0.25,per_family,1
P0_0961,11,innovation,0.301816192874073,True,False,1,0.25,0.25,0.25,per_family,1
P0_0962,49,innovation,0.05843894692114,True,False,1,0.25,0.25,0.25,per_family,1
P0_0963,48,innovation,0.263160068140941,True,False,1,0.25,0.25,0.25,per_family,1
P0_0964,24,innovation,0.317563380336151,True,False,1,0.25,0.25,0.25,per_family,1
P0_0965,26,innovation,0.461769782159482,True,False,1,0.25,0.25,0.25,per_family,1
P0_0966,13,innovation,0.493278936274404,True,False,1,0.25,0.25,0.25,per_family,1
P0_0967,45,innovation,0.019355022252758,True,False,1,0.25,0.25,0.25,per_family,1
P0_0968,37,innovation,0.478230481445582,True,False,1,0.25,0.25,0.25,per_family,1
P0_0969,14,innovation,0.18730197345351,True,False,1,0.25,0.25,0.25,per_family,1
P0_0970,24,innovation,0.127861803856841,True,False,1,0.25,0.25,0.25,per_family,1
P0_0971,14,innovation,0.249905756934276,True,False,1,0.25,0.25,0.25,per_family,1
P0_0972,34,innovation,0.095240896716475,True,False,1,0.25,0.25,0.25,per_family,1
P0_0973,46,innovation,0.407611888108637,True,False,1,0.25,0.25,0.25,per_family,1
P0_0974,26,innovation,0.295338134760004,True,False,1,0.25,0.25,0.25,per_family,1
P0_0975,20,innovation,0.104569635509462,True,False,1,0.25,0.25,0.25,per_family,1
P0_0976,14,innovation,0.28358000252842,True,False,1,0.25,0.25,0.25,per_family,1
P0_0977,14,innovation,0.148910405472374,True,False,1,0.25,0.25,0.25,per_family,1
P0_0978,28,innovation,0.424126218828413,True,False,1,0.25,0.25,0.25,per_family,1
P0_0979,10,innovation,0.4687585127474,True,False,1,0.25,0.25,0.25,per_family,1
P0_0980,14,innovation,0.170926602201464,True,False,1,0.25,0.25,0.25,per_family,1
P0_0981,22,innovation,0.161819288184219,True,False,1,0.25,0.25,0.25,per_family,1
P0_0982,37,innovation,0.357840564288377,True,False,1,0.25,0.25,0.25,per_family,1
P0_0983,20,innovation,0.327273586601102,True,False,1,0.25,0.25,0.25,per_family,1
P0_0984,47,innovation,0.21347154387287,True,False,1,0.25,0.25,0.25,per_family,1
P0_0985,45,innovation,0.270597909742478,True,False,1,0.25,0.25,0.25,per_family,1
P0_0986,39,innovation,0.300284025970913,True,False,1,0.25,0.25,0.25,per_family,1
P0_0987,43,innovation,0.219319219846421,True,False,1,0.25,0.25,0.25,per_family,1
P0_0988,44,innovation,0.22796586874189,True,False,1,0.25,0.25,0.25,per_family,1
P0_0989,28,innovation,0.036748377032721,True,False,1,0.25,0.25,0.25,per_family,1
P0_0990,22,innovation,0.188138523419506,True,False,1,0.25,0.25,0.25,per_family,1
P0_0991,34,innovation,0.487762955118442,True,False,1,0.25,0.25,0.25,per_family,1
P0_0992,35,innovation,0.099900181828998,True,False,1,0.25,0.25,0.25,per_family,1
P0_0993,30,innovation,0.304340344601357,True,False,1,0.25,0.25,0.25,per_family,1
P0_0994,33,innovation,0.379399406330158,True,False,1,0.25,0.25,0.25,per_family,1
P0_0995,13,innovation,0.444797470802611,True,False,1,0.25,0.25,0.25,per_family,1
P0_0996,19,innovation,0.176421912080291,True,False,1,0.25,0.25,0.25,per_family,1
P0_0997,13,innovation,0.349097096802232,True,False,1,0.25,0.25,0.25,per_family,1
P0_0998,41,innovation,0.35743510135017,True,False,1,0.25,0.25,0.25,per_family,1
P0_0999,10,innovation,0.444268410303333,True,False,1,0.25,0.25,0.25,per_family,1
P1_0000,27,innovation,0.058258557431137,True,False,1,0.5,0.5,0.5,per_family,1
P1_0001,19,innovation,0.436922340227587,True,False,1,0.5,0.5,0.5,per_family,1
P1_0002,49,innovation,0.232373945811165,True,False,1,0.5,0.5,0.5,per_family,1
P1_0003,33,innovation,0.059211821723166,True,False,1,0.5,0.5,0.5,per_family,1
P1_0004,18,innovation,0.388298518991343,True,False,1,0.5,0.5,0.5,per_family,1
P1_0005,10,innovation,0.458001782556127,True,False,1,0.5,0.5,0.5,per_family,1
P1_0006,22,innovation,0.153451268521877,True,False,1,0.5,0.5,0.5,per_family,1
P1_0007,46,innovation,0.384491989269188,True,False,1,0.5,0.5,0.5,per_family,1
P1_0008,27,innovation,0.297074466961431,True,False,1,0.5,0.5,0.5,per_family,1
P1_0009,31,innovation,0.406801747524793,True,False,1,0.5,0.5,0.5,per_family,1
P1_0010,47,innovation,0.445423604530891,True,False,1,0.5,0.5,0.5,per_family,1
P1_0011,21,innovation,0.254281564894851,True,False,1,0.5,0.5,0.5,per_family,1
P1_0012,47,innovation,0.26899431724168,True,False,1,0.5,0.5,0.5,per_family,1
P1_0013,48,innovation,0.197251901786082,True,False,1,0.5,0.5,0.5,per_family,1
P1_0014,22,innovation,0.069979399592993,True,False,1,0.5,0.5,0.5,per_family,1
P1_0015,48,innovation,0.418801400236212,True,False,1,0.5,0.5,0.5,per_family,1
P1_0016,49,innovation,0.314754867450426,True,False,1,0.5,0.5,0.5,per_family,1
P1_0017,29,innovation,0.31046996376037,True,False,1,0.5,0.5,0.5,per_family,1
P1_0018,25,innovation,0.359605073051659,True,False,1,0.5,0.5,0.5,per_family,1
P1_0019,38,innovation,0.362614802055978,True,False,1,0.5,0.5,0.5,per_family,1
P1_0020,27,innovation,0.470068011892272,True,False,1,0.5,0.5,0.5,per_family,1
P1_0021,44,innovation,0.490114367821105,True,False,1,0.5,0.5,0.5,per_family,1
P1_0022,15,innovation,0.267610623514009,True,False,1,0.5,0.5,0.5,per_family,1
P1_0023,32,innovation,0.092124066221105,True,False,1,0.5,0.5,0.5,per_family,1
P1_0024,34,innovation,0.090286155522749,True,False,1,0.5,0.5,0.5,per_family,1
P1_0025,15,innovation,0.406008135931501,True,False,1,0.5,0.5,0.5,per_family,1
P1_0026,14,innovation,0.361424648178201,True,False,1,0.5,0.5,0.5,per_family,1
P1_0027,32,innovation,0.449322055180877,True,False,1,0.5,0.5,0.5,per_family,1
P1_0028,26,innovation,0.198570450352745,True,False,1,0.5,0.5,0.5,per_family,1
P1_0029,35,innovation,0.103373572107702,True,False,1,0.5,0.5,0.5,per_family,1
P1_0030,43,innovation,0.392533752137227,True,False,1,0.5,0.5,0.5,per_family,1
P1_0031,16,innovation,0.162694333088168,True,False,1,0.5,0.5,0.5,per_family,1
P1_0032,10,innovation,0.242317417587667,True,False,1,0.5,0.5,0.5,per_family,1
P1_0033,11,innovation,0.266263790893306,True,False,1,0.5,0.5,0.5,per_family,1
P1_0034,38,innovation,0.322390644028465,True,False,1,0.5,0.5,0.5,per_family,1
P1_0035,36,innovation,0.101835546901141,True,False,1,0.5,0.5,0.5,per_family,1
P1_0036,42,innovation,0.415068844185415,True,False,1,0.5,0.5,0.5,per_family,1
P1_0037,16,innovation,0.277784320660512,True,False,1,0.5,0.5,0.5,per_family,1
P1_0038,35,innovation,0.309953011650412,True,False,1,0.5,0.5,0.5,per_family,1
P1_0039,26,innovation,0.325458841158764,True,False,1,0.5,0.5,0.5,per_family,1
P1_0040,19,innovation,0.151372263695772,True,False,1,0.5,0.5,0.5,per_family,1
P1_0041,28,innovation,0.458544532692998,True,False,1,0.5,0.5,0.5,per_family,1
P1_0042,30,innovation,0.498687931876568,True,False,1,0.5,0.5,0.5,per_family,1
P1_0043,36,innovation,0.335922982034773,True,False,1,0.5,0.5,0.5,per_family,1
P1_0044,43,innovation,0.07254883706705,True,False,1,0.5,0.5,0.5,per_family,1
P1_0045,31,innovation,0.342828183600482,True,False,1,0.5,0.5,0.5,per_family,1
P1_0046,11,innovation,0.155511315298011,True,False,1,0.5,0.5,0.5,per_family,1
P1_0047,49,innovation,0.204379484247509,True,False,1,0.5,0.5,0.5,per_family,1
P1_0048,38,innovation,0.080571695708767,True,False,1,0.5,0.5,0.5,per_family,1
P1_0049,49,innovation,0.112073808265729,True,False,1,0.5,0.5,0.5,per_family,1
P1_0050,38,innovation,0.455046998918554,True,False,1,0.5,0.5,0.5,per_family,1
P1_0051,35,innovation,0.412815263428579,True,False,1,0.5,0.5,0.5,per_family,1
P1_0052,36,innovation,0.453500181342396,True,False,1,0.5,0.5,0.5,per_family,1
P1_0053,36,innovation,0.115857477386693,True,False,1,0.5,0.5,0.5,per_family,1
P1_0054,46,innovation,0.001125825745699,True,False,1,0.5,0.5,0.5,per_family,1
P1_0055,12,innovation,0.415453810248115,True,False,1,0.5,0.5,0.5,per_family,1
P1_0056,22,innovation,0.004945463731486,True,False,1,0.5,0.5,0.5,per_family,1
P1_0057,25,innovation,0.484551514895738,True,False,1,0.5,0.5,0.5,per_family,1
P1_0058,13,innovation,0.17829174686702,True,False,1,0.5,0.5,0.5,per_family,1
P1_0059,13,innovation,0.291520934149591,True,False,1,0.5,0.5,0.5,per_family,1
P1_0060,19,innovation,0.26676238300469,True,False,1,0.5,0.5,0.5,per_family,1
P1_0061,41,innovation,0.02549056115833,True,False,1,0.5,0.5,0.5,per_family,1
P1_0062,36,innovation,0.107059377079013,True,False,1,0.5,0.5,0.5,per_family,1
P1_0063,32,innovation,0.210901131409617,True,False,1,0.5,0.5,0.5,per_family,1
P1_0064,18,innovation,0.459731785841747,True,False,1,0.5,0.5,0.5,per_family,1
P1_0065,28,innovation,0.087894874056111,True,False,1,0.5,0.5,0.5,per_family,1
P1_0066,38,innovation,0.089471624044731,True,False,1,0.5,0.5,0.5,per_family,1
P1_0067,24,innovation,0.296353318331517,True,False,1,0.5,0.5,0.5,per_family,1
P1_0068,26,innovation,0.302358405167039,True,False,1,0.5,0.5,0.5,per_family,1
P1_0069,34,innovation,0.486621717656718,True,False,1,0.5,0.5,0.5,per_family,1
P1_0070,45,innovation,0.208231171515598,True,False,1,0.5,0.5,0.5,per_family,1
P1_0071,11,innovation,0.424359258245771,True,False,1,0.5,0.5,0.5,per_family,1
P1_0072,17,innovation,0.381884375680952,True,False,1,0.5,0.5,0.5,per_family,1
P1_0073,26,innovation,0.328153708850388,True,False,1,0.5,0.5,0.5,per_family,1
P1_0074,49,innovation,0.388240328829487,True,False,1,0.5,0.5,0.5,per_family,1
P1_0075,46,innovation,0.306833317918264,True,False,1,0.5,0.5,0.5,per_family,1
P1_0076,12,innovation,0.107880210140443,True,False,1,0.5,0.5,0.5,per_family,1
P1_0077,49,innovation,0.431859076725799,True,False,1,0.5,0.5,0.5,per_family,1
P1_0078,32,innovation,0.246276031729119,True,False,1,0.5,0.5,0.5,per_family,1
P1_0079,32,innovation,0.114611190649115,True,False,1,0.5,0.5,0.5,per_family,1
P1_0080,40,innovation,0.162574432035301,True,False,1,0.5,0.5,0.5,per_family,1
P1_0081,36,innovation,0.374254892484298,True,False,1,0.5,0.5,0.5,per_family,1
P1_0082,46,innovation,0.447648335243543,True,False,1,0.5,0.5,0.5,per_family,1
P1_0083,25,innovation,0.384702852418116,True,False,1,0.5,0.5,0.5,per_family,1
P1_0084,46,innovation,0.261022029138564,True,False,1,0.5,0.5,0.5,per_family,1
P1_0085,11,innovation,0.009765984832975,True,False,1,0.5,0.5,0.5,per_family,1
P1_0086,37,innovation,0.257186475037805,True,False,1,0.5,0.5,0.5,per_family,1
P1_0087,36,innovation,0.441982163561566,True,False,1,0.5,0.5,0.5,per_family,1
P1_0088,26,innovation,0.319473991700685,True,False,1,0.5,0.5,0.5,per_family,1
P1_0089,15,innovation,0.475295245259902,True,False,1,0.5,0.5,0.5,per_family,1
P1_0090,17,innovation,0.041956543624014,True,False,1,0.5,0.5,0.5,per_family,1
P1_0091,20,innovation,0.480907079418685,True,False,1,0.5,0.5,0.5,per_family,1
P1_0092,44,innovation,0.300944341905121,True,False,1,0.5,0.5,0.5,per_family,1
P1_0093,25,innovation,0.173620656930253,True,False,1,0.5,0.5,0.5,per_family,1
P1_0094,46,innovation,0.451120067210989,True,False,1,0.5,0.5,0.5,per_family,1
P1_0095,40,innovation,0.122694612655886,True,False,1,0.5,0.5,0.5,per_family,1
P1_0096,35,innovation,0.414259816933551,True,False,1,0.5,0.5,0.5,per_family,1
P1_0097,27,innovation,0.355174983776931,True,False,1,0.5,0.5,0.5,per_family,1
P1_0098,24,innovation,0.456475285797888,True,False,1,0.5,0.5,0.5,per_family,1
P1_0099,37,innovation,0.129785469745621,True,False,1,0.5,0.5,0.5,per_family,1
P1_0100,34,innovation,0.272178654087428,True,False,1,0.5,0.5,0.5,per_family,1
P1_0101,35,innovation,0.068254971687267,True,False,1,0.5,0.5,0.5,per_family,1
P1_0102,18,innovation,0.115662308370779,True,False,1,0.5,0.5,0.5,per_family,1
P1_0103,23,innovation,0.303008839697063,True,False,1,0.5,0.5,0.5,per_family,1
P1_0104,45,innovation,0.200511113594207,True,False,1,0.5,0.5,0.5,per_family,1
P1_0105,32,innovation,0.478165245555115,True,False,1,0.5,0.5,0.5,per_family,1
P1_0106,47,innovation,0.399481006389366,True,False,1,0.5,0.5,0.5,per_family,1
P1_0107,18,innovation,0.294826145008462,True,False,1,0.5,0.5,0.5,per_family,1
P1_0108,36,innovation,0.05534147666456,True,False,1,0.5,0.5,0.5,per_family,1
P1_0109,34,innovation,0.058943554811841,True,False,1,0.5,0.5,0.5,per_family,1
P1_0110,12,innovation,0.116559375956011,True,False,1,0.5,0.5,0.5,per_family,1
P1_0111,10,innovation,0.121118575338458,True,False,1,0.5,0.5,0.5,per_family,1
P1_0112,29,innovation,0.367547474366066,True,False,1,0.5,0.5,0.5,per_family,1
P1_0113,48,innovation,0.346167850420813,True,False,1,0.5,0.5,0.5,per_family,1
P1_0114,12,innovation,0.414840974825976,True,False,1,0.5,0.5,0.5,per_family,1
P1_0115,11,innovation,0.046743000622058,True,False,1,0.5,0.5,0.5,per_family,1
P1_0116,46,innovation,0.489574851289135,True,False,1,0.5,0.5,0.5,per_family,1
P1_0117,45,innovation,0.435870221696848,True,False,1,0.5,0.5,0.5,per_family,1
P1_0118,40,innovation,0.305215511658902,True,False,1,0.5,0.5,0.5,per_family,1
P1_0119,13,innovation,0.429698320497917,True,False,1,0.5,0.5,0.5,per_family,1
P1_0120,42,innovation,0.125362581429953,True,False,1,0.5,0.5,0.5,per_family,1
P1_0121,13,innovation,0.154015265230359,True,False,1,0.5,0.5,0.5,per_family,1
P1_0122,13,innovation,0.149483298398114,True,False,1,0.5,0.5,0.5,per_family,1
P1_0123,29,innovation,0.452150864655412,True,False,1,0.5,0.5,0.5,per_family,1
P1_0124,49,innovation,0.021499256063748,True,False,1,0.5,0.5,0.5,per_family,1
P1_0125,13,innovation,0.072263034924104,True,False,1,0.5,0.5,0.5,per_family,1
P1_0126,32,innovation,0.249992811674602,True,False,1,0.5,0.5,0.5,per_family,1
P1_0127,28,innovation,0.449895985983664,True,False,1,0.5,0.5,0.5,per_family,1
P1_0128,45,innovation,0.346312659308651,True,False,1,0.5,0.5,0.5,per_family,1
P1_0129,49,innovation,0.460317519844073,True,False,1,0.5,0.5,0.5,per_family,1
P1_0130,23,innovation,0.114767420389831,True,False,1,0.5,0.5,0.5,per_family,1
P1_0131,25,innovation,0.301936948793285,True,False,1,0.5,0.5,0.5,per_family,1
P1_0132,20,innovation,0.067835625372749,True,False,1,0.5,0.5,0.5,per_family,1
P1_0133,17,innovation,0.454053927239748,True,False,1,0.5,0.5,0.5,per_family,1
P1_0134,23,innovation,0.30577284754784,True,False,1,0.5,0.5,0.5,per_family,1
P1_0135,10,innovation,0.436519220849025,True,False,1,0.5,0.5,0.5,per_family,1
P1_0136,40,innovation,0.391765624009244,True,False,1,0.5,0.5,0.5,per_family,1
P1_0137,38,innovation,0.416445705725984,True,False,1,0.5,0.5,0.5,per_family,1
P1_0138,34,innovation,0.380251310357566,True,False,1,0.5,0.5,0.5,per_family,1
P1_0139,26,innovation,0.215764741292531,True,False,1,0.5,0.5,0.5,per_family,1
P1_0140,32,innovation,0.078220080089912,True,False,1,0.5,0.5,0.5,per_family,1
P1_0141,14,innovation,0.445831524771099,True,False,1,0.5,0.5,0.5,per_family,1
P1_0142,26,innovation,0.027214264705653,True,False,1,0.5,0.5,0.5,per_family,1
P1_0143,37,innovation,0.044603121643034,True,False,1,0.5,0.5,0.5,per_family,1
P1_0144,35,innovation,0.48368340185721,True,False,1,0.5,0.5,0.5,per_family,1
P1_0145,29,innovation,0.195962225340038,True,False,1,0.5,0.5,0.5,per_family,1
P1_0146,44,innovation,0.485182035568671,True,False,1,0.5,0.5,0.5,per_family,1
P1_0147,38,innovation,0.377636030120233,True,False,1,0.5,0.5,0.5,per_family,1
P1_0148,34,innovation,0.374858188611704,True,False,1,0.5,0.5,0.5,per_family,1
P1_0149,33,innovation,0.444032292127856,True,False,1,0.5,0.5,0.5,per_family,1
P1_0150,26,innovation,0.015180010196429,True,False,1,0.5,0.5,0.5,per_family,1
P1_0151,45,innovation,0.310681056955069,True,False,1,0.5,0.5,0.5,per_family,1
P1_0152,31,innovation,0.087473193888359,True,False,1,0.5,0.5,0.5,per_family,1
P1_0153,47,innovation,0.429756659703268,True,False,1,0.5,0.5,0.5,per_family,1
P1_0154,10,innovation,0.049231161361494,True,False,1,0.5,0.5,0.5,per_family,1
P1_0155,17,innovation,0.052649019942353,True,False,1,0.5,0.5,0.5,per_family,1
P1_0156,17,innovation,0.401973627702761,True,False,1,0.5,0.5,0.5,per_family,1
P1_0157,48,innovation,0.058998497870234,True,False,1,0.5,0.5,0.5,per_family,1
P1_0158,46,innovation,0.273318108803355,True,False,1,0.5,0.5,0.5,per_family,1
P1_0159,11,innovation,0.337457044763637,True,False,1,0.5,0.5,0.5,per_family,1
P1_0160,25,innovation,0.301781001156848,True,False,1,0.5,0.5,0.5,per_family,1
P1_0161,35,innovation,0.072689781429977,True,False,1,0.5,0.5,0.5,per_family,1
P1_0162,14,innovation,0.473193407317388,True,False,1,0.5,0.5,0.5,per_family,1
P1_0163,36,innovation,0.205379689999195,True,False,1,0.5,0.5,0.5,per_family,1
P1_0164,19,innovation,0.144080664677247,True,False,1,0.5,0.5,0.5,per_family,1
P1_0165,41,innovation,0.245789578059531,True,False,1,0.5,0.5,0.5,per_family,1
P1_0166,40,innovation,0.479436476332445,True,False,1,0.5,0.5,0.5,per_family,1
P1_0167,21,innovation,0.058921724219464,True,False,1,0.5,0.5,0.5,per_family,1
P1_0168,34,innovation,0.360379120928421,True,False,1,0.5,0.5,0.5,per_family,1
P1_0169,23,innovation,0.399512208710088,True,False,1,0.5,0.5,0.5,per_family,1
P1_0170,19,innovation,0.318447359017361,True,False,1,0.5,0.5,0.5,per_family,1
P1_0171,18,innovation,0.152231297451474,True,False,1,0.5,0.5,0.5,per_family,1
P1_0172,30,innovation,0.345288679602712,True,False,1,0.5,0.5,0.5,per_family,1
P1_0173,40,innovation,0.216203294033032,True,False,1,0.5,0.5,0.5,per_family,1
P1_0174,38,innovation,0.232793233145349,True,False,1,0.5,0.5,0.5,per_family,1
P1_0175,20,innovation,0.426903676337493,True,False,1,0.5,0.5,0.5,per_family,1
P1_0176,16,innovation,0.309800608435513,True,False,1,0.5,0.5,0.5,per_family,1
P1_0177,23,innovation,0.420313204532713,True,False,1,0.5,0.5,0.5,per_family,1
P1_0178,26,innovation,0.108889155055663,True,False,1,0.5,0.5,0.5,per_family,1
P1_0179,14,innovation,0.452595993190785,True,False,1,0.5,0.5,0.5,per_family,1
P1_0180,31,innovation,0.183766547247812,True,False,1,0.5,0.5,0.5,per_family,1
P1_0181,19,innovation,0.302199692505874,True,False,1,0.5,0.5,0.5,per_family,1
P1_0182,21,innovation,0.01755676981964,True,False,1,0.5,0.5,0.5,per_family,1
P1_0183,32,innovation,0.069656593036101,True,False,1,0.5,0.5,0.5,per_family,1
P1_0184,36,innovation,0.100193610586144,True,False,1,0.5,0.5,0.5,per_family,1
P1_0185,30,innovation,0.111165294989298,True,False,1,0.5,0.5,0.5,per_family,1
P1_0186,38,innovation,0.027585170514511,True,False,1,0.5,0.5,0.5,per_family,1
P1_0187,25,innovation,0.27206530219623,True,False,1,0.5,0.5,0.5,per_family,1
P1_0188,45,innovation,0.484611272050273,True,False,1,0.5,0.5,0.5,per_family,1
P1_0189,13,innovation,0.269510743994339,True,False,1,0.5,0.5,0.5,per_family,1
P1_0190,46,innovation,0.269457860460895,True,False,1,0.5,0.5,0.5,per_family,1
P1_0191,10,innovation,0.277450251527401,True,False,1,0.5,0.5,0.5,per_family,1
P1_0192,47,innovation,0.166032209193336,True,False,1,0.5,0.5,0.5,per_family,1
P1_0193,12,innovation,0.270590949256301,True,False,1,0.5,0.5,0.5,per_family,1
P1_0194,17,innovation,0.191329244883864,True,False,1,0.5,0.5,0.5,per_family,1
P1_0195,35,innovation,0.156738007801684,True,False,1,0.5,0.5,0.5,per_family,1
P1_0196,20,innovation,0.449596332108835,True,False,1,0.5,0.5,0.5,per_family,1
P1_0197,34,innovation,0.105870568053756,True,False,1,0.5,0.5,0.5,per_family,1
P1_0198,25,innovation,0.33719348106613,True,False,1,0.5,0.5,0.5,per_family,1
